clause_id,clause,reply,remark,answer,times_used
131,Battery: sizing calculations.,Comply.,Will be submitted & obtained approval separately.,Comply,1
132,Device Address List: co-ordinate with final system programming.,Yes,,Comply,6
132,Device Address List: co-ordinate with final system programming.,YES,,Comply,3
133,"System Operation Description: detailed description for this Project, including method of operation and supervision of each type of circuit and sequence of operations for manually and automatically initiated system inputs and outputs. Manufacturer's standard descriptions for generic systems are not acceptable.",Comply,,Comply,29
133,"System Operation Description: detailed description for this Project, including method of operation and supervision of each type of circuit and sequence of operations for manually and automatically initiated system inputs and outputs. Manufacturer's standard descriptions for generic systems are not acceptable.",Comply,O&M will be submitted separately.,Comply,9
133,"System Operation Description: detailed description for this Project, including method of operation and supervision of each type of circuit and sequence of operations for manually and automatically initiated system inputs and outputs. Manufacturer's standard descriptions for generic systems are not acceptable.",Yes,,Comply,6
133,"System Operation Description: detailed description for this Project, including method of operation and supervision of each type of circuit and sequence of operations for manually and automatically initiated system inputs and outputs. Manufacturer's standard descriptions for generic systems are not acceptable.",Comply,Please refer Section 13 (System Functional Description) of the Material Submittal.,Comply,3
133,"System Operation Description: detailed description for this Project, including method of operation and supervision of each type of circuit and sequence of operations for manually and automatically initiated system inputs and outputs. Manufacturer's standard descriptions for generic systems are not acceptable.",YES,,Comply,3
133,"System Operation Description: detailed description for this Project, including method of operation and supervision of each type of circuit and sequence of operations for manually and automatically initiated system inputs and outputs. Manufacturer's standard descriptions for generic systems are not acceptable.",Comply,Please refer Section 11 (System Functional Description) of the Material Submittal.,Comply,2
133,"System Operation Description: detailed description for this Project, including method of operation and supervision of each type of circuit and sequence of operations for manually and automatically initiated system inputs and outputs. Manufacturer's standard descriptions for generic systems are not acceptable.",COMPLY,,Comply,2
133,"System Operation Description: detailed description for this Project, including method of operation and supervision of each type of circuit and sequence of operations for manually and automatically initiated system inputs and outputs. Manufacturer's standard descriptions for generic systems are not acceptable.",Comply.,,Comply,1
133,"System Operation Description: detailed description for this Project, including method of operation and supervision of each type of circuit and sequence of operations for manually and automatically initiated system inputs and outputs. Manufacturer's standard descriptions for generic systems are not acceptable.",Comply,Will be submitted Separately.,Comply,1
133,"System Operation Description: detailed description for this Project, including method of operation and supervision of each type of circuit and sequence of operations for manually and automatically initiated system inputs and outputs. Manufacturer's standard descriptions for generic systems are not acceptable.",Comply.,Will be submitted & obtained approval separately.,Comply,1
134,Cause and Effect Matrix: submit the cause and effect matrix in accordance with NFPA standards and Owner's requirements to the Engineer for review I check and approval.,Yes,,Comply,6
135,Operating Instructions: for mounting at the FACPs.,Yes,,Comply,6
136,Field Test Reports: indicate and interpret test results for compliance with performance requirements.,Yes,,Comply,6
136,Field Test Reports: indicate and interpret test results for compliance with performance requirements.,Noted,Will be provided after detailed engineering.,Noted,5
136,Field Test Reports: indicate and interpret test results for compliance with performance requirements.,Comply,,Comply,3
136,Field Test Reports: indicate and interpret test results for compliance with performance requirements.,YES. O&M Manual shall be submitted seperately.,,Comply,3
136,Field Test Reports: indicate and interpret test results for compliance with performance requirements.,Noted,Will be provided after system testing & commissioning.,Noted,1
136,Field Test Reports: indicate and interpret test results for compliance with performance requirements.,Comply,Will be provided after detailed engineering.,Comply,1
136,Field Test Reports: indicate and interpret test results for compliance with performance requirements.,COMPLY,WILL BE SUBMITTED DURING T&C PROCESS,Comply,1
136,Field Test Reports: indicate and interpret test results for compliance with performance requirements.,COMPLY,Will be submitted during T&C process,Comply,1
136,Field Test Reports: indicate and interpret test results for compliance with performance requirements.,Comply,Will be provided after system testing & commissioning.,Comply,1
137,Maintenance Data: for fire alarm systems to be included maintenance manuals specified in division 1.,Yes,,Comply,3
137,Maintenance Data: for fire alarm systems to be included maintenance manuals specified in division 1.,YES. O&M Manual shall be submitted seperately.,,Comply,3
138,Source Limitations: obtain fire alarm system components through one source from a single manufacturer.,Yes,,Comply,6
138,Source Limitations: obtain fire alarm system components through one source from a single manufacturer.,Comply,"Fire Alarm System Components are supplied by the manufacturer M/s UTC System Technology, USA.",Comply,4
138,Source Limitations: obtain fire alarm system components through one source from a single manufacturer.,COMPLY,,Comply,2
138,Source Limitations: obtain fire alarm system components through one source from a single manufacturer.,YES. Installation by MEP contractor under the supervision & guidance of M/s. Al Arabia,,Comply,2
138,Source Limitations: obtain fire alarm system components through one source from a single manufacturer.,Comply.,,Comply,1
138,Source Limitations: obtain fire alarm system components through one source from a single manufacturer.,Comply,,Comply,1
138,Source Limitations: obtain fire alarm system components through one source from a single manufacturer.,YES. Installation by M/s. Kahrafi National under the supervision & guidance of M/s. Al Arabia,,Comply,1
139,"Compliance with Local Requirements: comply with applicable building code, local ordinances and regulations, and requirements of authorities having jurisdiction.",Yes,,Comply,6
139,"Compliance with Local Requirements: comply with applicable building code, local ordinances and regulations, and requirements of authorities having jurisdiction.",Comply,Kindly note Al Arabia have successfully handed over several projects in the Airport Premises.,Comply,4
139,"Compliance with Local Requirements: comply with applicable building code, local ordinances and regulations, and requirements of authorities having jurisdiction.",Comply.,,Comply,3
139,"Compliance with Local Requirements: comply with applicable building code, local ordinances and regulations, and requirements of authorities having jurisdiction.",YES,,Comply,3
139,"Compliance with Local Requirements: comply with applicable building code, local ordinances and regulations, and requirements of authorities having jurisdiction.",COMPLY,,Comply,2
139,"Compliance with Local Requirements: comply with applicable building code, local ordinances and regulations, and requirements of authorities having jurisdiction.",Comply,,Comply,2
140,Compliance with NFPA Standards: comply with the latest issue of NFPA 72 and 101 standards.,Yes,,Comply,6
